,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
2,0.4529981851577759,0.016005191274293812,0.006899785995483398,0.0005385767288434029,1,10,poly,"{'C': 1, 'gamma': 10, 'kernel': 'poly'}",0.8512056610588514,0.8134694325093133,0.875179732953217,0.7990464919471848,0.8315724852520805,0.01721614195927257,0.853547921453144,0.8945984206453281,0.8878626832150367,0.7886017829349681,0.7612300753928396,0.25036746553602773,1
158,0.453699517250061,0.014680969741074737,0.006700325012207031,0.0006391596025333108,16,100,poly,"{'C': 16, 'gamma': 100, 'kernel': 'poly'}",0.8406312815812282,0.8027933286530661,0.8647984940132192,0.7990489385563744,0.831574091563854,0.027412055742738306,0.8508874945121334,0.8960381402286675,0.8838967119116248,0.7797355671635077,0.7576816103926414,0.2459880513228967,2
198,0.4842026948928833,0.04095479024597997,0.006697344779968262,0.00045942905161861164,21,100,poly,"{'C': 21, 'gamma': 100, 'kernel': 'poly'}",0.8406312815812282,0.8027933286530661,0.8647984940132192,0.7990489385563744,0.831574091563854,0.027412055742738306,0.8508874945121334,0.8960381402286675,0.8838967119116248,0.7797355671635077,0.7576816103926414,0.2459880513228967,2
98,0.45449955463409425,0.015156422921904278,0.006700539588928222,0.00045858367414205623,11,50,poly,"{'C': 11, 'gamma': 50, 'kernel': 'poly'}",0.8406312815812282,0.8027933286530661,0.8647984940132192,0.7990489385563744,0.831574091563854,0.027412055742738306,0.8508874945121334,0.8960381402286675,0.8838967119116248,0.7797355671635077,0.7576816103926414,0.2459880513228967,2
138,0.4581018924713135,0.014987687764410815,0.006599211692810058,0.0006629478727346945,16,50,poly,"{'C': 16, 'gamma': 50, 'kernel': 'poly'}",0.8406312815812282,0.8027933286530661,0.8647984940132192,0.7990489385563744,0.831574091563854,0.027412055742738306,0.8508874945121334,0.8960381402286675,0.8838967119116248,0.7797355671635077,0.7576816103926414,0.2459880513228967,2
78,0.45439920425415037,0.014766955549720477,0.006900954246520996,0.0007002289947574424,6,100,poly,"{'C': 6, 'gamma': 100, 'kernel': 'poly'}",0.8406312815812282,0.8027933286530661,0.8647984940132192,0.7990489385563744,0.831574091563854,0.027412055742738306,0.8508874945121334,0.8960381402286675,0.8838967119116248,0.7797355671635077,0.7576816103926414,0.2459880513228967,2
58,0.4542012929916382,0.015075021412269017,0.006300139427185059,0.0004580429344145103,6,50,poly,"{'C': 6, 'gamma': 50, 'kernel': 'poly'}",0.8406312815812282,0.8027933286530661,0.8647984940132192,0.7990489385563744,0.831574091563854,0.027412055742738306,0.8508874945121334,0.8960381402286675,0.8838967119116248,0.7797355671635077,0.7576816103926414,0.2459880513228967,2
38,0.45340020656585694,0.014872224016596023,0.006600379943847656,0.0006632579388957751,1,100,poly,"{'C': 1, 'gamma': 100, 'kernel': 'poly'}",0.8406312815812282,0.8027933286530661,0.8647984940132192,0.7990489385563744,0.831574091563854,0.027412055742738306,0.8508874945121334,0.8960381402286675,0.8838967119116248,0.7797355671635077,0.7576816103926414,0.2459880513228967,2
178,0.45470097064971926,0.015898954665932732,0.006500077247619629,0.0005009429105619724,21,50,poly,"{'C': 21, 'gamma': 50, 'kernel': 'poly'}",0.8406312815812282,0.8027933286530661,0.8647984940132192,0.7990489385563744,0.831574091563854,0.027412055742738306,0.8508874945121334,0.8960381402286675,0.8838967119116248,0.7797355671635077,0.7576816103926414,0.2459880513228967,2
18,0.4536001443862915,0.014565453017971169,0.006699967384338379,0.00045883737065001754,1,50,poly,"{'C': 1, 'gamma': 50, 'kernel': 'poly'}",0.8406312815812282,0.8027933286530661,0.8647984940132192,0.7990489385563744,0.831574091563854,0.027412055742738306,0.8508874945121334,0.8960381402286675,0.8838967119116248,0.7797355671635077,0.7576816103926414,0.2459880513228967,2
118,0.46170146465301515,0.019184187101023882,0.0066001653671264645,0.0004908795307880943,11,100,poly,"{'C': 11, 'gamma': 100, 'kernel': 'poly'}",0.8406312815812282,0.8027933286530661,0.8647984940132192,0.7990489385563744,0.831574091563854,0.027412055742738306,0.8508874945121334,0.8960381402286675,0.8838967119116248,0.7797355671635077,0.7576816103926414,0.2459880513228967,2
190,0.47860054969787597,0.06827493359771693,0.00679929256439209,0.0003999863746060261,21,80,poly,"{'C': 21, 'gamma': 80, 'kernel': 'poly'}",0.8405984485852529,0.8027653108663579,0.8647653714041029,0.7990464919471848,0.8315724852520805,0.027431952510327262,0.8508805915676746,0.8960369267423806,0.8838827258040309,0.7797045150707133,0.7576684819750106,0.24597766634791463,12
86,0.4786012411117554,0.07005972321014055,0.006798768043518066,0.0005975324841072286,11,20,poly,"{'C': 11, 'gamma': 20, 'kernel': 'poly'}",0.8405984485852529,0.8027653108663579,0.8647653714041029,0.7990464919471848,0.8315724852520805,0.027431952510327262,0.8508805915676746,0.8960369267423806,0.8838827258040309,0.7797045150707133,0.7576684819750106,0.24597766634791463,12
174,0.47769942283630373,0.0684209001726677,0.006600499153137207,0.0004899308190383811,21,40,poly,"{'C': 21, 'gamma': 40, 'kernel': 'poly'}",0.8405984485852529,0.8027653108663579,0.8647653714041029,0.7990464919471848,0.8315724852520805,0.027431952510327262,0.8508805915676746,0.8960369267423806,0.8838827258040309,0.7797045150707133,0.7576684819750106,0.24597766634791463,12
42,0.47759878635406494,0.06838100989602718,0.00679931640625,0.0005999793306194556,6,10,poly,"{'C': 6, 'gamma': 10, 'kernel': 'poly'}",0.8405984485852529,0.8027653108663579,0.8647653714041029,0.7990464919471848,0.8315724852520805,0.027431952510327262,0.8508805915676746,0.8960369267423806,0.8838827258040309,0.7797045150707133,0.7576684819750106,0.24597766634791463,12
150,0.4785984754562378,0.06830637439273288,0.006899619102478027,0.0005384591576645034,16,80,poly,"{'C': 16, 'gamma': 80, 'kernel': 'poly'}",0.8405984485852529,0.8027653108663579,0.8647653714041029,0.7990464919471848,0.8315724852520805,0.027431952510327262,0.8508805915676746,0.8960369267423806,0.8838827258040309,0.7797045150707133,0.7576684819750106,0.24597766634791463,12
30,0.4778984785079956,0.06954258326785126,0.006699848175048828,0.00045922047301128675,1,80,poly,"{'C': 1, 'gamma': 80, 'kernel': 'poly'}",0.8405984485852529,0.8027653108663579,0.8647653714041029,0.7990464919471848,0.8315724852520805,0.027431952510327262,0.8508805915676746,0.8960369267423806,0.8838827258040309,0.7797045150707133,0.7576684819750106,0.24597766634791463,12
46,0.477801251411438,0.06832744571627407,0.006700062751770019,0.0004595210254317127,6,20,poly,"{'C': 6, 'gamma': 20, 'kernel': 'poly'}",0.8405984485852529,0.8027653108663579,0.8647653714041029,0.7990464919471848,0.8315724852520805,0.027431952510327262,0.8508805915676746,0.8960369267423806,0.8838827258040309,0.7797045150707133,0.7576684819750106,0.24597766634791463,12
166,0.4808013677597046,0.06778976481798978,0.006699800491333008,0.00045893615829401625,21,20,poly,"{'C': 21, 'gamma': 20, 'kernel': 'poly'}",0.8405984485852529,0.8027653108663579,0.8647653714041029,0.7990464919471848,0.8315724852520805,0.027431952510327262,0.8508805915676746,0.8960369267423806,0.8838827258040309,0.7797045150707133,0.7576684819750106,0.24597766634791463,12
134,0.4862983226776123,0.07213524708427153,0.006901597976684571,0.0003018668313064558,16,40,poly,"{'C': 16, 'gamma': 40, 'kernel': 'poly'}",0.8405984485852529,0.8027653108663579,0.8647653714041029,0.7990464919471848,0.8315724852520805,0.027431952510327262,0.8508805915676746,0.8960369267423806,0.8838827258040309,0.7797045150707133,0.7576684819750106,0.24597766634791463,12
94,0.4773000478744507,0.06804026120406911,0.006599640846252442,0.0007977915699962758,11,40,poly,"{'C': 11, 'gamma': 40, 'kernel': 'poly'}",0.8405984485852529,0.8027653108663579,0.8647653714041029,0.7990464919471848,0.8315724852520805,0.027431952510327262,0.8508805915676746,0.8960369267423806,0.8838827258040309,0.7797045150707133,0.7576684819750106,0.24597766634791463,12
162,0.47839984893798826,0.06910962329546103,0.0067999839782714845,0.0005996802550792638,21,10,poly,"{'C': 21, 'gamma': 10, 'kernel': 'poly'}",0.8405984485852529,0.8027653108663579,0.8647653714041029,0.7990464919471848,0.8315724852520805,0.027431952510327262,0.8508805915676746,0.8960369267423806,0.8838827258040309,0.7797045150707133,0.7576684819750106,0.24597766634791463,12
126,0.47910208702087403,0.06834584013841807,0.006399273872375488,0.0006634731671897124,16,20,poly,"{'C': 16, 'gamma': 20, 'kernel': 'poly'}",0.8405984485852529,0.8027653108663579,0.8647653714041029,0.7990464919471848,0.8315724852520805,0.027431952510327262,0.8508805915676746,0.8960369267423806,0.8838827258040309,0.7797045150707133,0.7576684819750106,0.24597766634791463,12
110,0.47880120277404786,0.06804532353974596,0.00659935474395752,0.0004892092349695514,11,80,poly,"{'C': 11, 'gamma': 80, 'kernel': 'poly'}",0.8405984485852529,0.8027653108663579,0.8647653714041029,0.7990464919471848,0.8315724852520805,0.027431952510327262,0.8508805915676746,0.8960369267423806,0.8838827258040309,0.7797045150707133,0.7576684819750106,0.24597766634791463,12
82,0.4781003475189209,0.0680349854151231,0.006699681282043457,0.0004578675118776612,11,10,poly,"{'C': 11, 'gamma': 10, 'kernel': 'poly'}",0.8405984485852529,0.8027653108663579,0.8647653714041029,0.7990464919471848,0.8315724852520805,0.027431952510327262,0.8508805915676746,0.8960369267423806,0.8838827258040309,0.7797045150707133,0.7576684819750106,0.24597766634791463,12
6,0.4822007894515991,0.06823425761507004,0.006600594520568848,0.0006632054730942186,1,20,poly,"{'C': 1, 'gamma': 20, 'kernel': 'poly'}",0.8405984485852529,0.8027653108663579,0.8647653714041029,0.7990464919471848,0.8315724852520805,0.027431952510327262,0.8508805915676746,0.8960369267423806,0.8838827258040309,0.7797045150707133,0.7576684819750106,0.24597766634791463,12
122,0.487800145149231,0.06572469259688561,0.006899571418762207,0.0005385392663621786,16,10,poly,"{'C': 16, 'gamma': 10, 'kernel': 'poly'}",0.8405984485852529,0.8027653108663579,0.8647653714041029,0.7990464919471848,0.8315724852520805,0.027431952510327262,0.8508805915676746,0.8960369267423806,0.8838827258040309,0.7797045150707133,0.7576684819750106,0.24597766634791463,12
14,0.47810046672821044,0.06856787685698922,0.006699514389038086,0.0006400447695634762,1,40,poly,"{'C': 1, 'gamma': 40, 'kernel': 'poly'}",0.8405984485852529,0.8027653108663579,0.8647653714041029,0.7990464919471848,0.8315724852520805,0.027431952510327262,0.8508805915676746,0.8960369267423806,0.8838827258040309,0.7797045150707133,0.7576684819750106,0.24597766634791463,12
54,0.4793001413345337,0.06905919715697217,0.0064992189407348635,0.0004989049800123587,6,40,poly,"{'C': 6, 'gamma': 40, 'kernel': 'poly'}",0.8405984485852529,0.8027653108663579,0.8647653714041029,0.7990464919471848,0.8315724852520805,0.027431952510327262,0.8508805915676746,0.8960369267423806,0.8838827258040309,0.7797045150707133,0.7576684819750106,0.24597766634791463,12
70,0.47799954414367674,0.0690329817467652,0.006600332260131836,0.0006636584022542994,6,80,poly,"{'C': 6, 'gamma': 80, 'kernel': 'poly'}",0.8405984485852529,0.8027653108663579,0.8647653714041029,0.7990464919471848,0.8315724852520805,0.027431952510327262,0.8508805915676746,0.8960369267423806,0.8838827258040309,0.7797045150707133,0.7576684819750106,0.24597766634791463,12
74,0.47870051860809326,0.06947177423786068,0.006799530982971191,0.000399702132102309,6,90,poly,"{'C': 6, 'gamma': 90, 'kernel': 'poly'}",0.8406064437164614,0.8027545679741235,0.8647666125052934,0.7990468395641671,0.831571081462723,0.02741689704570438,0.8508799517251076,0.8960367244583578,0.8838793374302735,0.7796868289569925,0.7576645284839204,0.24598185833397943,31
114,0.5217997312545777,0.07703121512699863,0.007099127769470215,0.0002993036316485462,11,90,poly,"{'C': 11, 'gamma': 90, 'kernel': 'poly'}",0.8406064437164614,0.8027545679741235,0.8647666125052934,0.7990468395641671,0.831571081462723,0.02741689704570438,0.8508799517251076,0.8960367244583578,0.8838793374302735,0.7796868289569925,0.7576645284839204,0.24598185833397943,31
194,0.4785004138946533,0.07005406184257255,0.006399130821228028,0.000489661573184829,21,90,poly,"{'C': 21, 'gamma': 90, 'kernel': 'poly'}",0.8406064437164614,0.8027545679741235,0.8647666125052934,0.7990468395641671,0.831571081462723,0.02741689704570438,0.8508799517251076,0.8960367244583578,0.8838793374302735,0.7796868289569925,0.7576645284839204,0.24598185833397943,31
34,0.4783008098602295,0.06891447989832059,0.006900262832641601,0.00029983820046197793,1,90,poly,"{'C': 1, 'gamma': 90, 'kernel': 'poly'}",0.8406064437164614,0.8027545679741235,0.8647666125052934,0.7990468395641671,0.831571081462723,0.02741689704570438,0.8508799517251076,0.8960367244583578,0.8838793374302735,0.7796868289569925,0.7576645284839204,0.24598185833397943,31
154,0.47909984588623045,0.06954105767742473,0.006400084495544434,0.0006630913659698422,16,90,poly,"{'C': 16, 'gamma': 90, 'kernel': 'poly'}",0.8406064437164614,0.8027545679741235,0.8647666125052934,0.7990468395641671,0.831571081462723,0.02741689704570438,0.8508799517251076,0.8960367244583578,0.8838793374302735,0.7796868289569925,0.7576645284839204,0.24598185833397943,31
170,0.4803986310958862,0.07106302122221013,0.00669858455657959,0.0004574233450263382,21,30,poly,"{'C': 21, 'gamma': 30, 'kernel': 'poly'}",0.8405756749000651,0.8027411427195728,0.8647392055123297,0.7990492140034526,0.8315744770401068,0.027455612932104745,0.8508678001119385,0.896042259738699,0.8838747881701101,0.779693987949047,0.7576614163077426,0.24596771166987047,36
50,0.47879815101623535,0.07094103380307205,0.006600022315979004,0.0004900303105682842,6,30,poly,"{'C': 6, 'gamma': 30, 'kernel': 'poly'}",0.8405756749000651,0.8027411427195728,0.8647392055123297,0.7990492140034526,0.8315744770401068,0.027455612932104745,0.8508678001119385,0.896042259738699,0.8838747881701101,0.779693987949047,0.7576614163077426,0.24596771166987047,36
90,0.48069515228271487,0.07281040538078637,0.0066031932830810545,0.0007998279410380649,11,30,poly,"{'C': 11, 'gamma': 30, 'kernel': 'poly'}",0.8405756749000651,0.8027411427195728,0.8647392055123297,0.7990492140034526,0.8315744770401068,0.027455612932104745,0.8508678001119385,0.896042259738699,0.8838747881701101,0.779693987949047,0.7576614163077426,0.24596771166987047,36
10,0.4802028894424438,0.07126745090955,0.006897926330566406,0.0006983757653914207,1,30,poly,"{'C': 1, 'gamma': 30, 'kernel': 'poly'}",0.8405756749000651,0.8027411427195728,0.8647392055123297,0.7990492140034526,0.8315744770401068,0.027455612932104745,0.8508678001119385,0.896042259738699,0.8838747881701101,0.779693987949047,0.7576614163077426,0.24596771166987047,36
102,0.4811985015869141,0.07143416576740437,0.0063995361328125,0.0004900608633835911,11,60,poly,"{'C': 11, 'gamma': 60, 'kernel': 'poly'}",0.8405756749000651,0.8027411427195728,0.8647392055123297,0.7990492140034526,0.8315744770401068,0.027455612932104745,0.8508678001119385,0.896042259738699,0.8838747881701101,0.779693987949047,0.7576614163077426,0.24596771166987047,36
62,0.47900023460388186,0.07257756564390284,0.006599545478820801,0.0004920899203443357,6,60,poly,"{'C': 6, 'gamma': 60, 'kernel': 'poly'}",0.8405756749000651,0.8027411427195728,0.8647392055123297,0.7990492140034526,0.8315744770401068,0.027455612932104745,0.8508678001119385,0.896042259738699,0.8838747881701101,0.779693987949047,0.7576614163077426,0.24596771166987047,36
130,0.48020071983337403,0.07246286727011651,0.006498908996582032,0.0005010784372483627,16,30,poly,"{'C': 16, 'gamma': 30, 'kernel': 'poly'}",0.8405756749000651,0.8027411427195728,0.8647392055123297,0.7990492140034526,0.8315744770401068,0.027455612932104745,0.8508678001119385,0.896042259738699,0.8838747881701101,0.779693987949047,0.7576614163077426,0.24596771166987047,36
142,0.48050057888031006,0.0740517629846096,0.006799507141113281,0.0006002418476696222,16,60,poly,"{'C': 16, 'gamma': 60, 'kernel': 'poly'}",0.8405756749000651,0.8027411427195728,0.8647392055123297,0.7990492140034526,0.8315744770401068,0.027455612932104745,0.8508678001119385,0.896042259738699,0.8838747881701101,0.779693987949047,0.7576614163077426,0.24596771166987047,36
22,0.4792991876602173,0.07130061424841973,0.006499385833740235,0.0004994407873765241,1,60,poly,"{'C': 1, 'gamma': 60, 'kernel': 'poly'}",0.8405756749000651,0.8027411427195728,0.8647392055123297,0.7990492140034526,0.8315744770401068,0.027455612932104745,0.8508678001119385,0.896042259738699,0.8838747881701101,0.779693987949047,0.7576614163077426,0.24596771166987047,36
182,0.4795983791351318,0.07137529657211153,0.006601452827453613,0.0004908709245218749,21,60,poly,"{'C': 21, 'gamma': 60, 'kernel': 'poly'}",0.8405756749000651,0.8027411427195728,0.8647392055123297,0.7990492140034526,0.8315744770401068,0.027455612932104745,0.8508678001119385,0.896042259738699,0.8838747881701101,0.779693987949047,0.7576614163077426,0.24596771166987047,36
146,0.4538990259170532,0.013545606357428408,0.006499266624450684,0.0004997038819577382,16,70,poly,"{'C': 16, 'gamma': 70, 'kernel': 'poly'}",0.8405622246141605,0.8027153990374248,0.8647238802751669,0.7990469494856266,0.8315719681616373,0.02745229243075409,0.8508619674269164,0.8960363634340003,0.8838662956039393,0.7796611911496429,0.7576498531619269,0.2459657094451816,46
186,0.45409932136535647,0.013967403702802797,0.006400585174560547,0.0004904176403293456,21,70,poly,"{'C': 21, 'gamma': 70, 'kernel': 'poly'}",0.8405622246141605,0.8027153990374248,0.8647238802751669,0.7990469494856266,0.8315719681616373,0.02745229243075409,0.8508619674269164,0.8960363634340003,0.8838662956039393,0.7796611911496429,0.7576498531619269,0.2459657094451816,46
106,0.4540998935699463,0.013653093994228106,0.006699919700622559,0.0004585952116632736,11,70,poly,"{'C': 11, 'gamma': 70, 'kernel': 'poly'}",0.8405622246141605,0.8027153990374248,0.8647238802751669,0.7990469494856266,0.8315719681616373,0.02745229243075409,0.8508619674269164,0.8960363634340003,0.8838662956039393,0.7796611911496429,0.7576498531619269,0.2459657094451816,46
66,0.4545006513595581,0.014276364667354173,0.006899333000183106,0.0005383302345913935,6,70,poly,"{'C': 6, 'gamma': 70, 'kernel': 'poly'}",0.8405622246141605,0.8027153990374248,0.8647238802751669,0.7990469494856266,0.8315719681616373,0.02745229243075409,0.8508619674269164,0.8960363634340003,0.8838662956039393,0.7796611911496429,0.7576498531619269,0.2459657094451816,46
26,0.4548999786376953,0.01393707367121399,0.006499958038330078,0.0005001093689244262,1,70,poly,"{'C': 1, 'gamma': 70, 'kernel': 'poly'}",0.8405622246141605,0.8027153990374248,0.8647238802751669,0.7990469494856266,0.8315719681616373,0.02745229243075409,0.8508619674269164,0.8960363634340003,0.8838662956039393,0.7796611911496429,0.7576498531619269,0.2459657094451816,46
188,0.04689757823944092,0.0002939136024258334,0.006403398513793945,0.0004930116645288117,21,80,linear,"{'C': 21, 'gamma': 80, 'kernel': 'linear'}",0.1586482737889625,0.22897337675851082,0.23710311422823815,0.24151086974841462,0.20677444830502023,0.19807197612913285,0.19848628051197525,0.27349257407247074,0.1951488148411401,0.3080456555725066,0.2246255383956372,0.040909047536315316,51
184,0.04669783115386963,0.00045407852672836363,0.006803107261657715,0.0006014644808731369,21,70,linear,"{'C': 21, 'gamma': 70, 'kernel': 'linear'}",0.1586482737889625,0.22897337675851082,0.23710311422823815,0.24151086974841462,0.20677444830502023,0.19807197612913285,0.19848628051197525,0.27349257407247074,0.1951488148411401,0.3080456555725066,0.2246255383956372,0.040909047536315316,51
160,0.04719879627227783,0.0004040922792944472,0.006301259994506836,0.00046075294665880244,21,10,linear,"{'C': 21, 'gamma': 10, 'kernel': 'linear'}",0.1586482737889625,0.22897337675851082,0.23710311422823815,0.24151086974841462,0.20677444830502023,0.19807197612913285,0.19848628051197525,0.27349257407247074,0.1951488148411401,0.3080456555725066,0.2246255383956372,0.040909047536315316,51
196,0.04659988880157471,0.000493406721807448,0.006598806381225586,0.0004918199581233031,21,100,linear,"{'C': 21, 'gamma': 100, 'kernel': 'linear'}",0.1586482737889625,0.22897337675851082,0.23710311422823815,0.24151086974841462,0.20677444830502023,0.19807197612913285,0.19848628051197525,0.27349257407247074,0.1951488148411401,0.3080456555725066,0.2246255383956372,0.040909047536315316,51
192,0.04710032939910889,0.0014382776151806052,0.006500720977783203,0.000669924490914376,21,90,linear,"{'C': 21, 'gamma': 90, 'kernel': 'linear'}",0.1586482737889625,0.22897337675851082,0.23710311422823815,0.24151086974841462,0.20677444830502023,0.19807197612913285,0.19848628051197525,0.27349257407247074,0.1951488148411401,0.3080456555725066,0.2246255383956372,0.040909047536315316,51
164,0.04660089015960693,0.000487715143950513,0.006597208976745606,0.00048795642528154067,21,20,linear,"{'C': 21, 'gamma': 20, 'kernel': 'linear'}",0.1586482737889625,0.22897337675851082,0.23710311422823815,0.24151086974841462,0.20677444830502023,0.19807197612913285,0.19848628051197525,0.27349257407247074,0.1951488148411401,0.3080456555725066,0.2246255383956372,0.040909047536315316,51
176,0.04659888744354248,0.0004901597167803896,0.006499838829040527,0.0005013841483118558,21,50,linear,"{'C': 21, 'gamma': 50, 'kernel': 'linear'}",0.1586482737889625,0.22897337675851082,0.23710311422823815,0.24151086974841462,0.20677444830502023,0.19807197612913285,0.19848628051197525,0.27349257407247074,0.1951488148411401,0.3080456555725066,0.2246255383956372,0.040909047536315316,51
168,0.04650106430053711,0.0005014013483996526,0.006599831581115723,0.000490164269709126,21,30,linear,"{'C': 21, 'gamma': 30, 'kernel': 'linear'}",0.1586482737889625,0.22897337675851082,0.23710311422823815,0.24151086974841462,0.20677444830502023,0.19807197612913285,0.19848628051197525,0.27349257407247074,0.1951488148411401,0.3080456555725066,0.2246255383956372,0.040909047536315316,51
172,0.04689919948577881,0.0007008673596559925,0.006300711631774902,0.00045923129951253467,21,40,linear,"{'C': 21, 'gamma': 40, 'kernel': 'linear'}",0.1586482737889625,0.22897337675851082,0.23710311422823815,0.24151086974841462,0.20677444830502023,0.19807197612913285,0.19848628051197525,0.27349257407247074,0.1951488148411401,0.3080456555725066,0.2246255383956372,0.040909047536315316,51
180,0.047001194953918454,0.000447281134465839,0.006398940086364746,0.0004906977735758571,21,60,linear,"{'C': 21, 'gamma': 60, 'kernel': 'linear'}",0.1586482737889625,0.22897337675851082,0.23710311422823815,0.24151086974841462,0.20677444830502023,0.19807197612913285,0.19848628051197525,0.27349257407247074,0.1951488148411401,0.3080456555725066,0.2246255383956372,0.040909047536315316,51
148,0.04690277576446533,0.0006984193524164574,0.006397914886474609,0.0004915008902279566,16,80,linear,"{'C': 16, 'gamma': 80, 'kernel': 'linear'}",0.11655854166085189,0.18257599464241558,0.1856889850795722,0.20184550147634728,0.16924511462344083,0.1524572258586897,0.1547772388753822,0.230402070724953,0.14287527903077213,0.25048642167149593,0.17869123736439207,0.03862813120031887,61
140,0.04700074195861816,0.0004496750898932488,0.00649876594543457,0.0004989705432328343,16,60,linear,"{'C': 16, 'gamma': 60, 'kernel': 'linear'}",0.11655854166085189,0.18257599464241558,0.1856889850795722,0.20184550147634728,0.16924511462344083,0.1524572258586897,0.1547772388753822,0.230402070724953,0.14287527903077213,0.25048642167149593,0.17869123736439207,0.03862813120031887,61
152,0.046801066398620604,0.0005980816850570396,0.006500434875488281,0.0004995885031021583,16,90,linear,"{'C': 16, 'gamma': 90, 'kernel': 'linear'}",0.11655854166085189,0.18257599464241558,0.1856889850795722,0.20184550147634728,0.16924511462344083,0.1524572258586897,0.1547772388753822,0.230402070724953,0.14287527903077213,0.25048642167149593,0.17869123736439207,0.03862813120031887,61
144,0.04679906368255615,0.0005998341399066606,0.006200766563415528,0.0004016414052926731,16,70,linear,"{'C': 16, 'gamma': 70, 'kernel': 'linear'}",0.11655854166085189,0.18257599464241558,0.1856889850795722,0.20184550147634728,0.16924511462344083,0.1524572258586897,0.1547772388753822,0.230402070724953,0.14287527903077213,0.25048642167149593,0.17869123736439207,0.03862813120031887,61
120,0.049300622940063474,0.0033495929634676236,0.007600331306457519,0.0024989425559878275,16,10,linear,"{'C': 16, 'gamma': 10, 'kernel': 'linear'}",0.11655854166085189,0.18257599464241558,0.1856889850795722,0.20184550147634728,0.16924511462344083,0.1524572258586897,0.1547772388753822,0.230402070724953,0.14287527903077213,0.25048642167149593,0.17869123736439207,0.03862813120031887,61
136,0.04670164585113525,0.00045976970939350396,0.006498026847839356,0.0004994793102667503,16,50,linear,"{'C': 16, 'gamma': 50, 'kernel': 'linear'}",0.11655854166085189,0.18257599464241558,0.1856889850795722,0.20184550147634728,0.16924511462344083,0.1524572258586897,0.1547772388753822,0.230402070724953,0.14287527903077213,0.25048642167149593,0.17869123736439207,0.03862813120031887,61
132,0.04680023193359375,0.0006001712194013827,0.006399893760681152,0.0004899602091939208,16,40,linear,"{'C': 16, 'gamma': 40, 'kernel': 'linear'}",0.11655854166085189,0.18257599464241558,0.1856889850795722,0.20184550147634728,0.16924511462344083,0.1524572258586897,0.1547772388753822,0.230402070724953,0.14287527903077213,0.25048642167149593,0.17869123736439207,0.03862813120031887,61
128,0.04680089950561524,0.00039618753265199005,0.006400108337402344,0.0004902731394875548,16,30,linear,"{'C': 16, 'gamma': 30, 'kernel': 'linear'}",0.11655854166085189,0.18257599464241558,0.1856889850795722,0.20184550147634728,0.16924511462344083,0.1524572258586897,0.1547772388753822,0.230402070724953,0.14287527903077213,0.25048642167149593,0.17869123736439207,0.03862813120031887,61
