,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
119,0.05109615325927734,0.003013496032320637,0.006801819801330567,0.00039781570551739146,11,100,sigmoid,"{'C': 11, 'gamma': 100, 'kernel': 'sigmoid'}",-0.08813541903472566,-0.08978570570871236,-0.10694217222508895,-0.026903281471227114,-0.02634681814454254,-0.0980725653582879,-0.07860391362140695,-0.010587052639881689,-0.11606907733290583,-0.0730308442631995,-0.07144768497999784,0.03514342278631236,101
55,0.048900723457336426,0.0003001864553571951,0.006700396537780762,0.0004607979260415966,6,40,sigmoid,"{'C': 6, 'gamma': 40, 'kernel': 'sigmoid'}",-0.08813541903472566,-0.08978570570871236,-0.10694217222508895,-0.026903281471227114,-0.02634681814454254,-0.0980725653582879,-0.07860391362140695,-0.010587052639881689,-0.11606907733290583,-0.0730308442631995,-0.07144768497999784,0.03514342278631236,101
67,0.04899928569793701,0.0006311324872163855,0.0065002918243408205,0.0004993003392021959,6,70,sigmoid,"{'C': 6, 'gamma': 70, 'kernel': 'sigmoid'}",-0.08813541903472566,-0.08978570570871236,-0.10694217222508895,-0.026903281471227114,-0.02634681814454254,-0.0980725653582879,-0.07860391362140695,-0.010587052639881689,-0.11606907733290583,-0.0730308442631995,-0.07144768497999784,0.03514342278631236,101
23,0.04950118064880371,0.0004992318810989965,0.00690009593963623,0.0005388561431287496,1,60,sigmoid,"{'C': 1, 'gamma': 60, 'kernel': 'sigmoid'}",-0.08813541903472566,-0.08978570570871236,-0.10694217222508895,-0.026903281471227114,-0.02634681814454254,-0.0980725653582879,-0.07860391362140695,-0.010587052639881689,-0.11606907733290583,-0.0730308442631995,-0.07144768497999784,0.03514342278631236,101
27,0.04929990768432617,0.00045616521256012404,0.006900191307067871,0.000537556890673851,1,70,sigmoid,"{'C': 1, 'gamma': 70, 'kernel': 'sigmoid'}",-0.08813541903472566,-0.08978570570871236,-0.10694217222508895,-0.026903281471227114,-0.02634681814454254,-0.0980725653582879,-0.07860391362140695,-0.010587052639881689,-0.11606907733290583,-0.0730308442631995,-0.07144768497999784,0.03514342278631236,101
91,0.04910135269165039,0.0002992397085635655,0.0064993143081665036,0.0005004187707970839,11,30,sigmoid,"{'C': 11, 'gamma': 30, 'kernel': 'sigmoid'}",-0.08813541903472566,-0.08978570570871236,-0.10694217222508895,-0.026903281471227114,-0.02634681814454254,-0.0980725653582879,-0.07860391362140695,-0.010587052639881689,-0.11606907733290583,-0.0730308442631995,-0.07144768497999784,0.03514342278631236,101
115,0.0510981559753418,0.0030150035291390204,0.007000946998596191,0.0006326730280005166,11,90,sigmoid,"{'C': 11, 'gamma': 90, 'kernel': 'sigmoid'}",-0.08813541903472566,-0.08978570570871236,-0.10694217222508895,-0.026903281471227114,-0.02634681814454254,-0.0980725653582879,-0.07860391362140695,-0.010587052639881689,-0.11606907733290583,-0.0730308442631995,-0.07144768497999784,0.03514342278631236,101
3,0.04899911880493164,0.0004475035283074593,0.006999349594116211,0.000778154254761725,1,10,sigmoid,"{'C': 1, 'gamma': 10, 'kernel': 'sigmoid'}",-0.08813541903472566,-0.08978570570871236,-0.10694217222508895,-0.026903281471227114,-0.02634681814454254,-0.0980725653582879,-0.07860391362140695,-0.010587052639881689,-0.11606907733290583,-0.0730308442631995,-0.07144768497999784,0.03514342278631236,101
111,0.04879724979400635,0.0003990826095496395,0.006801390647888183,0.0006003814550669761,11,80,sigmoid,"{'C': 11, 'gamma': 80, 'kernel': 'sigmoid'}",-0.08813541903472566,-0.08978570570871236,-0.10694217222508895,-0.026903281471227114,-0.02634681814454254,-0.0980725653582879,-0.07860391362140695,-0.010587052639881689,-0.11606907733290583,-0.0730308442631995,-0.07144768497999784,0.03514342278631236,101
7,0.04899897575378418,0.0004474968392053184,0.007001042366027832,0.00044611843594108766,1,20,sigmoid,"{'C': 1, 'gamma': 20, 'kernel': 'sigmoid'}",-0.08813541903472566,-0.08978570570871236,-0.10694217222508895,-0.026903281471227114,-0.02634681814454254,-0.0980725653582879,-0.07860391362140695,-0.010587052639881689,-0.11606907733290583,-0.0730308442631995,-0.07144768497999784,0.03514342278631236,101
107,0.04900014400482178,0.00044738409068574044,0.006899094581604004,0.00029997251930657124,11,70,sigmoid,"{'C': 11, 'gamma': 70, 'kernel': 'sigmoid'}",-0.08813541903472566,-0.08978570570871236,-0.10694217222508895,-0.026903281471227114,-0.02634681814454254,-0.0980725653582879,-0.07860391362140695,-0.010587052639881689,-0.11606907733290583,-0.0730308442631995,-0.07144768497999784,0.03514342278631236,101
103,0.04899897575378418,0.00044798965464106237,0.0069019079208374025,0.00030106366943293315,11,60,sigmoid,"{'C': 11, 'gamma': 60, 'kernel': 'sigmoid'}",-0.08813541903472566,-0.08978570570871236,-0.10694217222508895,-0.026903281471227114,-0.02634681814454254,-0.0980725653582879,-0.07860391362140695,-0.010587052639881689,-0.11606907733290583,-0.0730308442631995,-0.07144768497999784,0.03514342278631236,101
11,0.04930126667022705,0.0004566304048186247,0.006898236274719238,0.0005360384595658636,1,30,sigmoid,"{'C': 1, 'gamma': 30, 'kernel': 'sigmoid'}",-0.08813541903472566,-0.08978570570871236,-0.10694217222508895,-0.026903281471227114,-0.02634681814454254,-0.0980725653582879,-0.07860391362140695,-0.010587052639881689,-0.11606907733290583,-0.0730308442631995,-0.07144768497999784,0.03514342278631236,101
95,0.04919965267181396,0.0010802837484358535,0.00709991455078125,0.0003004711287904825,11,40,sigmoid,"{'C': 11, 'gamma': 40, 'kernel': 'sigmoid'}",-0.08813541903472566,-0.08978570570871236,-0.10694217222508895,-0.026903281471227114,-0.02634681814454254,-0.0980725653582879,-0.07860391362140695,-0.010587052639881689,-0.11606907733290583,-0.0730308442631995,-0.07144768497999784,0.03514342278631236,101
19,0.04929807186126709,0.00045952281909929097,0.006701421737670898,0.0006393906662808295,1,50,sigmoid,"{'C': 1, 'gamma': 50, 'kernel': 'sigmoid'}",-0.08813541903472566,-0.08978570570871236,-0.10694217222508895,-0.026903281471227114,-0.02634681814454254,-0.0980725653582879,-0.07860391362140695,-0.010587052639881689,-0.11606907733290583,-0.0730308442631995,-0.07144768497999784,0.03514342278631236,101
15,0.04899787902832031,5.246292349116969e-06,0.006601810455322266,0.0004900558153609578,1,40,sigmoid,"{'C': 1, 'gamma': 40, 'kernel': 'sigmoid'}",-0.08813541903472566,-0.08978570570871236,-0.10694217222508895,-0.026903281471227114,-0.02634681814454254,-0.0980725653582879,-0.07860391362140695,-0.010587052639881689,-0.11606907733290583,-0.0730308442631995,-0.07144768497999784,0.03514342278631236,101
51,0.04900085926055908,6.573827590447539e-06,0.006600213050842285,0.0004902483161821786,6,30,sigmoid,"{'C': 6, 'gamma': 30, 'kernel': 'sigmoid'}",-0.08813541903472566,-0.08978570570871236,-0.10694217222508895,-0.026903281471227114,-0.02634681814454254,-0.0980725653582879,-0.07860391362140695,-0.010587052639881689,-0.11606907733290583,-0.0730308442631995,-0.07144768497999784,0.03514342278631236,101
1,0.06109852790832519,0.0003006112224740239,0.016301512718200684,0.0004572087298021961,1,10,rbf,"{'C': 1, 'gamma': 10, 'kernel': 'rbf'}",-0.08813540945240894,-0.08978569992036212,-0.10694216756964137,-0.026900725829190897,-0.026346694643392343,-0.09807253213626765,-0.07860691382729756,-0.01058705255873127,-0.11606907736351713,-0.07303323686110352,-0.07144795101619128,0.03514383073607096,151
5,0.06210038661956787,0.0005415037326334728,0.01610119342803955,0.0002995356340319374,1,20,rbf,"{'C': 1, 'gamma': 20, 'kernel': 'rbf'}",-0.08813541725979235,-0.08978570564259347,-0.10694217214492352,-0.0269007724068846,-0.02634670324526933,-0.09807256166997425,-0.07860691421102906,-0.010587052639917438,-0.11606907733296246,-0.07303326832694768,-0.07144796448802941,0.03514382722877133,152
9,0.0744025468826294,0.0004856300796222079,0.017996501922607423,6.2489323104527765e-06,1,30,rbf,"{'C': 1, 'gamma': 30, 'kernel': 'rbf'}",-0.08813541870476982,-0.08978570570792122,-0.1069421722237085,-0.02690078897783521,-0.02634670851413734,-0.09807256492010863,-0.07860691421194899,-0.010587052639881911,-0.11606907733290583,-0.0730332921336001,-0.07144796953668175,0.03514382488573187,153
13,0.07590270042419434,0.000539162929225758,0.018198394775390626,0.0004004318105090474,1,40,rbf,"{'C': 1, 'gamma': 40, 'kernel': 'rbf'}",-0.08813541897338739,-0.08978570570870259,-0.10694217222506519,-0.026900801069658087,-0.02634671311234338,-0.09807256530585007,-0.07860691421195143,-0.010587052639881689,-0.11606907733290583,-0.07303331387649292,-0.07144797344562386,0.03514382290314596,154
17,0.07609856128692627,0.000300315874209446,0.018200182914733888,0.00040004280953568586,1,50,rbf,"{'C': 1, 'gamma': 50, 'kernel': 'rbf'}",-0.088135419023323,-0.08978570570871214,-0.1069421722250885,-0.02690081174190717,-0.0263467173543237,-0.0980725653519996,-0.07860691421195143,-0.010587052639881689,-0.11606907733290583,-0.07303333377878363,-0.07144797693688767,0.03514382110162859,155
21,0.07660071849822998,0.0004903253577198791,0.018198704719543456,0.00040463661272604475,1,60,rbf,"{'C': 1, 'gamma': 60, 'kernel': 'rbf'}",-0.08813541903260602,-0.08978570570871236,-0.10694217222508895,-0.02690082150790718,-0.02634672130038962,-0.0980725653575325,-0.07860691421195143,-0.010587052639881689,-0.11606907733290583,-0.07303335199735184,-0.07144798013143275,0.03514381944035554,156
25,0.07660081386566162,0.0004895186025902093,0.018298029899597168,0.0004595560786127045,1,70,rbf,"{'C': 1, 'gamma': 70, 'kernel': 'rbf'}",-0.08813541903433175,-0.08978570570871236,-0.10694217222508895,-0.026900830508149953,-0.026346724977607927,-0.09807256535819708,-0.07860691421195143,-0.010587052639881689,-0.11606907733290583,-0.0730333686751552,-0.07144798306719821,0.035143817902972066,157
29,0.07669968605041504,0.0006333764880830429,0.01850161552429199,0.0004993994825206301,1,80,rbf,"{'C': 1, 'gamma': 80, 'kernel': 'rbf'}",-0.08813541903465238,-0.08978570570871236,-0.10694217222508895,-0.026900838819824857,-0.026346728407323106,-0.0980725653582768,-0.07860691421195143,-0.010587052639881689,-0.11606907733290583,-0.07303338394296488,-0.07144798576815822,0.035143816478161095,158
33,0.07709558010101318,0.00030171380967853066,0.018002843856811522,6.848218330114851e-06,1,90,rbf,"{'C': 1, 'gamma': 90, 'kernel': 'rbf'}",-0.08813541903471211,-0.08978570570871236,-0.10694217222508895,-0.02690084650494473,-0.026346731608743346,-0.09807256535828657,-0.07860691421195143,-0.010587052639881689,-0.11606907733290583,-0.0730333979204143,-0.07144798825456414,0.03514381515622991,159
37,0.07680366039276124,0.0004008206254063444,0.018296194076538087,0.00045801957497690554,1,100,rbf,"{'C': 1, 'gamma': 100, 'kernel': 'rbf'}",-0.08813541903472322,-0.08978570570871236,-0.10694217222508895,-0.026900853618581078,-0.02634673459950143,-0.09807256535828768,-0.07860691421195143,-0.010587052639881689,-0.11606907733290583,-0.0730334107169508,-0.07144799054465845,0.03514381392844327,160
41,0.06099979877471924,4.874537672231733e-06,0.01600043773651123,0.00044915574872143605,6,10,rbf,"{'C': 6, 'gamma': 10, 'kernel': 'rbf'}",-0.08813536154190271,-0.08978881744655487,-0.106942144292421,-0.026887949141121137,-0.026346077250770872,-0.09807642874638334,-0.07862191571583188,-0.010587052152979615,-0.11606907751657314,-0.07304520093118794,-0.07145000247357265,0.03514634304391418,161
45,0.062196898460388186,0.0005930753477150645,0.0163008451461792,0.0004600865818642705,6,20,rbf,"{'C': 6, 'gamma': 20, 'kernel': 'rbf'}",-0.0881354083851622,-0.0897888517801484,-0.10694217174409637,-0.02688822857262907,-0.026346128851861383,-0.09807660594942202,-0.07862191801819973,-0.010587052640097294,-0.1160690773332449,-0.07304538968031848,-0.07145008329551798,0.035146322001046004,162
49,0.07419922351837158,0.00039758385799329394,0.01790018081665039,0.000300318383089044,6,30,rbf,"{'C': 6, 'gamma': 30, 'kernel': 'rbf'}",-0.08813541705499128,-0.08978885217211818,-0.1069421722168058,-0.02688832798305385,-0.026346160456448997,-0.09807662545046125,-0.0786219180237191,-0.010587052639882799,-0.1160690773329065,-0.0730455324807544,-0.07145011358111422,0.035146307946440115,163
53,0.07580099105834961,0.0004009861739021508,0.01829872131347656,0.0004595650084712016,6,40,rbf,"{'C': 6, 'gamma': 40, 'kernel': 'rbf'}",-0.08813541866669539,-0.08978885217680599,-0.1069421722249464,-0.026888400522584455,-0.026346188038011142,-0.09807662776494186,-0.07862191802373264,-0.010587052639881689,-0.11606907733290583,-0.07304566290449244,-0.07145013702949979,0.03514629605458908,164
57,0.07639732360839843,0.0004887974792981432,0.01820030212402344,0.00040053248674926426,6,50,rbf,"{'C': 6, 'gamma': 50, 'kernel': 'rbf'}",-0.08813541896630928,-0.08978885217686372,-0.10694217222508651,-0.02688846454651439,-0.02634621348304189,-0.09807662804184236,-0.07862191802373264,-0.010587052639881689,-0.11606907733290583,-0.07304578228957848,-0.07145015797257567,0.03514628524883566,165
61,0.07679827213287353,0.0006026554113136668,0.01810166835784912,0.00030006567973901813,6,60,rbf,"{'C': 6, 'gamma': 60, 'kernel': 'rbf'}",-0.08813541902200717,-0.08978885217686439,-0.10694217222508895,-0.026888523134293463,-0.026346237153312524,-0.0980766280750407,-0.07862191802373264,-0.010587052639881689,-0.11606907733290583,-0.07304589157652575,-0.07145017713596531,0.03514627528421703,166
65,0.07650132179260254,0.0006721316412568818,0.01809823513031006,0.0003005508854142969,6,70,rbf,"{'C': 6, 'gamma': 70, 'kernel': 'rbf'}",-0.08813541903236133,-0.08978885217686439,-0.10694217222508895,-0.026888577128638014,-0.026346259211130985,-0.09807662807902728,-0.07862191802373264,-0.010587052639881689,-0.11606907733290583,-0.07304599162243819,-0.07145019474720693,0.035146266062632534,167
69,0.07680094242095947,0.000597472423454811,0.018097424507141115,0.00030050973152489813,6,80,rbf,"{'C': 6, 'gamma': 80, 'kernel': 'rbf'}",-0.08813541903428623,-0.08978885217686439,-0.10694217222508895,-0.02688862699251593,-0.026346279784494664,-0.09807662807950668,-0.07862191802373264,-0.010587052639881689,-0.11606907733290583,-0.07304608321140171,-0.07145021095006787,0.035146257516209735,168
73,0.07640092372894287,0.00048050923315276847,0.018400120735168456,0.0004898511021855186,6,90,rbf,"{'C': 6, 'gamma': 90, 'kernel': 'rbf'}",-0.08813541903464417,-0.08978885217686439,-0.10694217222508895,-0.02688867309786902,-0.02634629898858254,-0.09807662807956441,-0.07862191802373264,-0.010587052639881689,-0.11606907733290583,-0.07304616706075917,-0.07145022586598929,0.03514624958682007,169
77,0.07710015773773193,0.0006954041408642063,0.018199706077575685,0.00040011461706489747,6,100,rbf,"{'C': 6, 'gamma': 100, 'kernel': 'rbf'}",-0.08813541903471056,-0.08978885217686439,-0.10694217222508895,-0.026888715775012173,-0.026346316929133362,-0.09807662807957152,-0.07862191802373264,-0.010587052639881689,-0.11606907733290583,-0.07304624382680802,-0.07145023960437091,0.035146242222077344,170
81,0.06079857349395752,0.0005993440394694361,0.01590108871459961,0.000300929981177624,11,10,rbf,"{'C': 11, 'gamma': 10, 'kernel': 'rbf'}",-0.08813531363319105,-0.08980309132559205,-0.10694212101523148,-0.02687517498989922,-0.026345460046698577,-0.0980947305925719,-0.07863691903616599,-0.010587051747228404,-0.11606907766962937,-0.0730472892216194,-0.07145362292778275,0.03515048519263417,171
85,0.061602234840393066,0.0004926941627235027,0.016097235679626464,0.0002966380362592342,11,20,rbf,"{'C': 11, 'gamma': 20, 'kernel': 'rbf'}",-0.08813539951059424,-0.08980315427233587,-0.106942171343269,-0.026875687217465583,-0.026345554630051726,-0.09809505548074782,-0.0786369232571329,-0.010587052640276928,-0.11606907733352778,-0.07304763518671664,-0.07145377108721185,0.03515044661773271,172
89,0.07419846057891846,0.00040130939956559684,0.017801308631896974,0.000400945362938988,11,30,rbf,"{'C': 11, 'gamma': 30, 'kernel': 'rbf'}",-0.08813541540521497,-0.0898031549909688,-0.1069421722099031,-0.026875869441902234,-0.02634561255598955,-0.0980950912347287,-0.07863692326725191,-0.010587052639883243,-0.11606907733290672,-0.0730478969242121,-0.07145382660029613,0.03515042085062798,173
93,0.075801420211792,0.0006007272206131297,0.018097829818725587,0.0003009268984361044,11,40,rbf,"{'C': 11, 'gamma': 40, 'kernel': 'rbf'}",-0.08813541836000338,-0.08980315499956348,-0.1069421722248276,-0.026876002410129773,-0.02634566310811759,-0.09809509547819761,-0.07863692326727656,-0.010587052639881689,-0.11606907733290583,-0.07304813598107862,-0.07145386958019821,0.03515039904822021,174
97,0.07639799118041993,0.0004885122937213151,0.018101596832275392,0.0003002474411912835,11,50,rbf,"{'C': 11, 'gamma': 50, 'kernel': 'rbf'}",-0.08813541890929577,-0.0898031549996694,-0.10694217222508451,-0.026876119769797757,-0.026345709744781898,-0.09809509598587929,-0.07863692326727656,-0.010587052639881689,-0.11606907733290583,-0.07304835480880634,-0.0714539079683379,0.035150379236927855,175
101,0.07700049877166748,0.0014145551403051844,0.01819932460784912,0.00039973794294088065,11,60,rbf,"{'C': 11, 'gamma': 60, 'kernel': 'rbf'}",-0.08813541901140853,-0.08980315499967073,-0.10694217222508895,-0.026876227165653743,-0.0263457531290463,-0.09809509604674682,-0.07863692326727656,-0.010587052639881689,-0.11606907733290583,-0.07304855513033037,-0.07145394309480095,0.03515036096768085,176
105,0.07640292644500732,0.00048801167935628824,0.01839601993560791,0.0004937053928481023,11,70,rbf,"{'C': 11, 'gamma': 70, 'kernel': 'rbf'}",-0.08813541903039113,-0.08980315499967073,-0.10694217222508895,-0.026876326142246,-0.026345793558316233,-0.09809509605405586,-0.07863692326727656,-0.010587052639881689,-0.11606907733290583,-0.07304873851588312,-0.07145397537657161,0.03515034406064105,177
109,0.07659800052642822,0.0004901908488769314,0.018200159072875977,0.0004041446970503172,11,80,rbf,"{'C': 11, 'gamma': 80, 'kernel': 'rbf'}",-0.08813541903391986,-0.08980315499967073,-0.10694217222508895,-0.026876417548042708,-0.02634583126711365,-0.09809509605493494,-0.07863692326727656,-0.010587052639881689,-0.11606907733290583,-0.07304890640201345,-0.07145400507708484,0.03515032839138733,178
113,0.07660124301910401,0.0004856144999027224,0.018200325965881347,0.00039978325721327034,11,90,rbf,"{'C': 11, 'gamma': 90, 'kernel': 'rbf'}",-0.08813541903457578,-0.08980315499967073,-0.10694217222508895,-0.02687650206468639,-0.026345866466479295,-0.09809509605504063,-0.07863692326727656,-0.010587052639881689,-0.11606907733290583,-0.07304906010305778,-0.07145403241886636,0.03515031385336036,179
117,0.07730040550231934,0.0007838261999158565,0.01840026378631592,0.0004898107062163469,11,100,rbf,"{'C': 11, 'gamma': 100, 'kernel': 'rbf'}",-0.0881354190346979,-0.08980315499967073,-0.10694217222508895,-0.026876580297542585,-0.02634589935016196,-0.09809509605505373,-0.07863692326727656,-0.010587052639881689,-0.11606907733290583,-0.07304920082156308,-0.0714540576023843,0.03515030035052667,180
121,0.0620009183883667,0.002049805818652629,0.01649916172027588,0.0015619027132554406,16,10,rbf,"{'C': 16, 'gamma': 10, 'kernel': 'rbf'}",-0.08813526572627417,-0.0898173663420383,-0.10694209773807284,-0.02686240337552559,-0.026344843031176124,-0.09811340357213738,-0.07865192378829988,-0.010587051341477194,-0.11606907782268605,-0.07304572475144244,-0.071456915748913,0.035154640489050086,181
125,0.06180093288421631,0.0006040903943185378,0.01629927158355713,0.00045762004498990796,16,20,rbf,"{'C': 16, 'gamma': 20, 'kernel': 'rbf'}",-0.088135390636088,-0.08981745790358997,-0.10694217094244185,-0.026863148341394583,-0.02634498057984036,-0.09811387616047895,-0.07865192992782899,-0.010587052640456562,-0.11606907733381022,-0.0730462278693298,-0.07145713123352593,0.0351545843828507,182
129,0.07439911365509033,0.00048794279776144165,0.01800072193145752,7.1193001360554724e-06,16,30,rbf,"{'C': 16, 'gamma': 30, 'kernel': 'rbf'}",-0.0881354137554411,-0.08981745894890558,-0.1069421722030004,-0.02686341335438036,-0.026345064812759666,-0.09811392816934994,-0.078651929942547,-0.010587052639884353,-0.11606907733290739,-0.07304660849121758,-0.07145721196503933,0.035154546899850016,183
133,0.0760998249053955,0.0005371179960145549,0.018099403381347655,0.0003008624105192419,16,40,rbf,"{'C': 16, 'gamma': 40, 'kernel': 'rbf'}",-0.08813541805331138,-0.08981745896140736,-0.10694217222470859,-0.026863606732294487,-0.026345138322662942,-0.09811393434204607,-0.07865192994258297,-0.010587052639881689,-0.11606907733290583,-0.0730469561372129,-0.07145727446890142,0.03515451518328153,184
137,0.07659916877746582,0.0006663001222539872,0.018398976325988768,0.0004907427413856537,16,50,rbf,"{'C': 16, 'gamma': 50, 'kernel': 'rbf'}",-0.08813541885228204,-0.08981745896156124,-0.10694217222508229,-0.026863777411757717,-0.02634520613954372,-0.09811393508053845,-0.07865192994258297,-0.010587052639881689,-0.11606907733290583,-0.07304727437083147,-0.07145733029569674,0.03515448636302192,185
141,0.07679858207702636,0.0007457983321923329,0.01819953918457031,0.0003956600562788162,16,60,rbf,"{'C': 16, 'gamma': 60, 'kernel': 'rbf'}",-0.08813541900080968,-0.08981745896156323,-0.10694217222508895,-0.0268639336019878,-0.026345269227591617,-0.09811393516907851,-0.07865192994258297,-0.010587052639881689,-0.11606907733290583,-0.07304756569624415,-0.07145738137977345,0.03515445978591801,186
145,0.07640128135681153,0.0004886855304175049,0.01829831600189209,0.00045920387658418397,16,70,rbf,"{'C': 16, 'gamma': 70, 'kernel': 'rbf'}",-0.0881354190284207,-0.08981745896156323,-0.10694217222508895,-0.02686407754897413,-0.02634532801916345,-0.09811393517971045,-0.07865192994258297,-0.010587052639881689,-0.11606907733290583,-0.07304783239582058,-0.0714574283274112,0.035154435190388876,187
149,0.07669858932495117,0.0004581528712810887,0.018101048469543458,0.0002997810412899307,16,80,rbf,"{'C': 16, 'gamma': 80, 'kernel': 'rbf'}",-0.08813541903355371,-0.08981745896156323,-0.10694217222508895,-0.026864210486405193,-0.026345382855180066,-0.09811393518098899,-0.07865192994258297,-0.010587052639881689,-0.11606907733290583,-0.07304807655774037,-0.0714574715215891,0.03515441239545755,188
153,0.07700088024139404,0.00044485387236149694,0.018198299407958984,0.0003965539014978911,16,90,rbf,"{'C': 16, 'gamma': 90, 'kernel': 'rbf'}",-0.08813541903450783,-0.08981745896156323,-0.10694217222508895,-0.02686433340539618,-0.026345434042433613,-0.09811393518114309,-0.07865192994258297,-0.010587052639881689,-0.11606907733290583,-0.07304830009263985,-0.07145751128581432,0.035154391246126356,189
157,0.07729957103729249,0.002280945189378911,0.018600106239318848,0.0004893012662944882,16,100,rbf,"{'C': 16, 'gamma': 100, 'kernel': 'rbf'}",-0.08813541903468525,-0.08981745896156323,-0.10694217222508895,-0.026864447186172757,-0.02634548186258745,-0.09811393518116152,-0.07865192994258297,-0.010587052639881689,-0.11606907733290583,-0.0730485047487337,-0.07145754791153633,0.035154371602705875,190
161,0.06069700717926026,0.000456777220672026,0.015603089332580566,0.0004924536120715527,21,10,rbf,"{'C': 21, 'gamma': 10, 'kernel': 'rbf'}",-0.08813521782115186,-0.0898322147234818,-0.10694207446094506,-0.02684963429800047,-0.02634422620420329,-0.09813170889684897,-0.07866692997223423,-0.010587050935726428,-0.11606907797574273,-0.07304416068357478,-0.07146022959719096,0.035158799424631924,191
165,0.06190149784088135,0.0005388464021824738,0.01619830131530762,0.00040182011159142436,21,20,rbf,"{'C': 21, 'gamma': 20, 'kernel': 'rbf'}",-0.08813538176164393,-0.08983233490164033,-0.10694217054161448,-0.026850611944415625,-0.026344406701227285,-0.09813232919947379,-0.07866693803028801,-0.010587052640636196,-0.11606907733409311,-0.07304482088920738,-0.07146051239442401,0.03515872578821745,192
169,0.07430074214935303,0.0006405598797721568,0.018099117279052734,0.0002964474945025991,21,30,rbf,"{'C': 21, 'gamma': 30, 'kernel': 'rbf'}",-0.08813541210566922,-0.08983233627366038,-0.1069421721960977,-0.02685095972048801,-0.02634451722675868,-0.09813239746508007,-0.078666938049605,-0.010587052639885242,-0.11606907733290783,-0.0730453203409891,-0.07146061833511412,0.03515867658696573,193
173,0.07619807720184327,0.0004023849267964055,0.01810123920440674,0.0002944900591170215,21,40,rbf,"{'C': 21, 'gamma': 40, 'kernel': 'rbf'}",-0.08813541774661982,-0.0898323362900697,-0.10694217222458957,-0.026851213489077708,-0.026344613681646756,-0.09813240556722946,-0.0786669380496523,-0.010587052639881689,-0.11606907733290583,-0.07304577653043598,-0.07146070035521088,0.03515863495370823,194
177,0.07639987468719482,0.0004865155884350575,0.01829676628112793,0.00046056170210536913,21,50,rbf,"{'C': 21, 'gamma': 50, 'kernel': 'rbf'}",-0.0881354187952681,-0.08983233629027176,-0.10694217222508029,-0.02685143747239449,-0.026344702667327136,-0.09813240653655986,-0.0786669380496523,-0.010587052639881689,-0.11606907733290583,-0.07304619413165914,-0.07146077361410005,0.03515859712205242,195
181,0.07650303840637207,0.0004975537442831094,0.018396687507629395,0.0006652152152391403,21,60,rbf,"{'C': 21, 'gamma': 60, 'kernel': 'rbf'}",-0.08813541899021082,-0.0898323362902742,-0.10694217222508895,-0.02685164244329563,-0.02634478544894825,-0.09813240665277578,-0.0786669380496523,-0.010587052639881689,-0.11606907733290583,-0.07304657642886747,-0.0714608406501901,0.035158562234779,196
185,0.07780044078826905,0.003153331494712126,0.01949930191040039,0.004177035845452186,21,70,rbf,"{'C': 21, 'gamma': 70, 'kernel': 'rbf'}",-0.0881354190264505,-0.0898323362902742,-0.10694217222508895,-0.026851831348822408,-0.026344862593672635,-0.09813240666673129,-0.0786669380496523,-0.010587052639881689,-0.11606907733290583,-0.07304692641556332,-0.07146090225890431,0.03515852994856417,197
189,0.07669925689697266,0.00045661759206917183,0.018499135971069336,0.000501159051835935,21,80,rbf,"{'C': 21, 'gamma': 80, 'kernel': 'rbf'}",-0.08813541903318733,-0.0898323362902742,-0.10694217222508895,-0.026852005807603607,-0.026344934548694132,-0.0981324066684095,-0.0786669380496523,-0.010587052639881689,-0.11606907733290583,-0.07304724683071817,-0.07146095894264157,0.035158500025874305,198
193,0.07690081596374512,0.0005361378889677339,0.018398475646972657,0.0006625049230054446,21,90,rbf,"{'C': 21, 'gamma': 90, 'kernel': 'rbf'}",-0.08813541903443967,-0.0898323362902742,-0.10694217222508895,-0.02685216711999905,-0.026345001716445715,-0.09813240666861156,-0.0786669380496523,-0.010587052639881689,-0.11606907733290583,-0.07304754018056259,-0.07146101112578615,0.0351584722632718,199
197,0.07689743041992188,0.0005374981524855321,0.018400025367736817,0.0004905549728800409,21,100,rbf,"{'C': 21, 'gamma': 100, 'kernel': 'rbf'}",-0.08813541903467259,-0.0898323362902742,-0.10694217222508895,-0.02685231644090269,-0.02634506446640983,-0.09813240666863599,-0.0786669380496523,-0.010587052639881689,-0.11606907733290583,-0.07304780875839012,-0.07146105919068142,0.03515844647740878,200
